configuration_id,seed,n_blocks,message_length_bits,lambda_bits,cluster_pattern,cluster_sequence,executor_cluster_sequence,alice_message_pattern,bob_message_pattern,alice_message_bits,bob_message_bits,requested_initial_leader,derived_initial_leader,terminal_state,success,gamma_after_recovery,commitment_ciphertext_mask_link,block_algebra,C_A_hex,C_B_hex,ciphertext_A_formula,ciphertext_B_formula,all_block_message_relations_valid,last_chunk_a_bits,last_chunk_b_bits,true_last_chunk_accounting,maximum_information_lead,fairness_violation,joint_6n_state_constructed
fair_03303,2026083003,8,16,2,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,all_11,alternating_00_11,1111111111111111,0011001100110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000010cea6,00000010ecea,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_03304,2026083003,8,16,4,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,all_11,alternating_00_11,1111111111111111,0011001100110011,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000010590d,00000010d18b,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_03305,2026083003,8,16,4,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,all_11,alternating_00_11,1111111111111111,0011001100110011,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000010d16d,00000010b45c,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_03306,2026083003,8,16,1,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,all_11,fixed_seed_random,1111111111111111,1010010000001110,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}]",00000010be64,000000109b93,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_03307,2026083003,8,16,1,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,all_11,fixed_seed_random,1111111111111111,1010010000001110,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}]",0000001047c2,000000104d44,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_03308,2026083003,8,16,2,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,all_11,fixed_seed_random,1111111111111111,1010010000001110,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}]",0000001041fc,00000010b240,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_03309,2026083003,8,16,2,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,all_11,fixed_seed_random,1111111111111111,1010010000001110,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}]",000000108ecf,00000010e75c,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_03310,2026083003,8,16,4,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,all_11,fixed_seed_random,1111111111111111,1010010000001110,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}]",000000108f62,00000010804b,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_03311,2026083003,8,16,4,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,all_11,fixed_seed_random,1111111111111111,1010010000001110,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}]",00000010ae26,00000010cf1f,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_03312,2026083003,8,16,1,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,alternating_00_11,all_00,0011001100110011,0000000000000000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000010f197,0000001009b8,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_03313,2026083003,8,16,1,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,alternating_00_11,all_00,0011001100110011,0000000000000000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",000000102acf,000000109637,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_03314,2026083003,8,16,2,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,alternating_00_11,all_00,0011001100110011,0000000000000000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",00000010005c,00000010bbec,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_03315,2026083003,8,16,2,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,alternating_00_11,all_00,0011001100110011,0000000000000000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",0000001038ac,000000109635,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,2,2,True,2,False,False
fair_03316,2026083003,8,16,4,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,alternating_00_11,all_00,0011001100110011,0000000000000000,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",000000105300,00000010bde9,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_03317,2026083003,8,16,4,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,alternating_00_11,all_00,0011001100110011,0000000000000000,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""00"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""00""}, {""M_A"": ""01"", ""M_B"": ""00"", ""label12"": ""01"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""00""}]",0000001021eb,000000105acd,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,4,4,True,4,False,False
fair_03318,2026083003,8,16,1,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,alternating_00_11,all_11,0011001100110011,1111111111111111,Alice,Alice,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",00000010731b,0000001092d1,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
fair_03319,2026083003,8,16,1,alternating,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,phi1|phi2|phi1|phi2|phi1|phi2|phi1|phi2,alternating_00_11,all_11,0011001100110011,1111111111111111,Bob,Bob,COMPLETED,True,True,True,"[{""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""00"", ""tilde_M_A"": ""10"", ""tilde_M_B"": ""10""}, {""M_A"": ""10"", ""M_B"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""01"", ""tilde_M_B"": ""10""}]",000000105722,0000001058fc,C_A_fair=tilde_M_A XOR K_A_otp XOR R_A,C_B_fair=tilde_M_B XOR K_B_otp XOR R_B,True,1,1,True,1,False,False
