branch_id,branch_index,initial_state,alice_message,bob_message,bell_branch_12,bell_branch_34,bell_branch_56,M_B,tilde_M_B,M_A,tilde_M_A,K_A_otp_hex,K_B_otp_hex,C_A_hex,C_B_hex,ciphertext_A_formula,ciphertext_B_formula,ciphertext_formulas_valid,message_relations_valid,decoded_intermediates,passed_classical_quantum_input,Out_A,Out_B,executor_recovered_by_alice,executor_recovered_by_bob,gamma_A_valid,gamma_B_valid,terminal_state,logical_erasure,branch_success
phi2-A01-B01-01_00_11,84,phi2,01,01,01,00,11,01,00,10,11,e7,25,e4,25,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""01"", ""00"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,01,01,01,True,True,COMPLETED,True,True
phi2-A01-B01-01_01_00,85,phi2,01,01,01,01,00,00,01,01,00,69,2a,69,2b,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""01"", ""01"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,01,01,01,True,True,COMPLETED,True,True
phi2-A01-B01-10_10_11,86,phi2,01,01,10,10,11,11,10,10,11,a2,88,a1,8a,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""10"", ""10"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,01,01,01,True,True,COMPLETED,True,True
phi2-A01-B01-10_11_00,87,phi2,01,01,10,11,00,10,11,01,00,25,f9,25,fa,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""10"", ""11"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,01,01,01,True,True,COMPLETED,True,True
phi2-A01-B10-01_10_00,88,phi2,01,10,01,10,00,00,10,01,00,f0,5b,f0,59,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""01"", ""10"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,01,10,01,True,True,COMPLETED,True,True
phi2-A01-B10-01_11_11,89,phi2,01,10,01,11,11,01,11,10,11,0a,e7,09,e4,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""01"", ""11"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,01,10,01,True,True,COMPLETED,True,True
phi2-A01-B10-10_00_00,90,phi2,01,10,10,00,00,10,00,01,00,24,ac,24,ac,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""10"", ""00"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,01,10,01,True,True,COMPLETED,True,True
phi2-A01-B10-10_01_11,91,phi2,01,10,10,01,11,11,01,10,11,88,94,8b,95,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""10"", ""01"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,01,10,01,True,True,COMPLETED,True,True
phi2-A01-B11-01_10_11,92,phi2,01,11,01,10,11,01,10,10,11,5d,29,5e,2b,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""01"", ""10"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,01,11,01,True,True,COMPLETED,True,True
phi2-A01-B11-01_11_00,93,phi2,01,11,01,11,00,00,11,01,00,3f,e8,3f,eb,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""01"", ""11"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,01,11,01,True,True,COMPLETED,True,True
phi2-A01-B11-10_00_11,94,phi2,01,11,10,00,11,11,00,10,11,b6,22,b5,22,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""10"", ""00"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,01,11,01,True,True,COMPLETED,True,True
phi2-A01-B11-10_01_00,95,phi2,01,11,10,01,00,10,01,01,00,63,75,63,74,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""10"", ""01"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""01"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,01,11,01,True,True,COMPLETED,True,True
phi2-A10-B00-01_00_11,96,phi2,10,00,01,00,11,00,00,01,11,2d,83,2e,83,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""01"", ""00"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,10,00,10,True,True,COMPLETED,True,True
phi2-A10-B00-01_01_00,97,phi2,10,00,01,01,00,01,01,10,00,d7,27,d7,26,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""01"", ""01"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,10,00,10,True,True,COMPLETED,True,True
phi2-A10-B00-10_10_11,98,phi2,10,00,10,10,11,10,10,01,11,7f,dd,7c,df,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""10"", ""10"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,10,00,10,True,True,COMPLETED,True,True
phi2-A10-B00-10_11_00,99,phi2,10,00,10,11,00,11,11,10,00,35,a9,35,aa,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""10"", ""11"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""00"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",00,10,00,10,True,True,COMPLETED,True,True
phi2-A10-B01-01_00_00,100,phi2,10,01,01,00,00,01,00,10,00,0d,d3,0d,d3,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""01"", ""00"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,10,01,10,True,True,COMPLETED,True,True
phi2-A10-B01-01_01_11,101,phi2,10,01,01,01,11,00,01,01,11,b2,d9,b1,d8,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""01"", ""01"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,10,01,10,True,True,COMPLETED,True,True
phi2-A10-B01-10_10_00,102,phi2,10,01,10,10,00,11,10,10,00,a7,69,a7,6b,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""10"", ""10"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,10,01,10,True,True,COMPLETED,True,True
phi2-A10-B01-10_11_11,103,phi2,10,01,10,11,11,10,11,01,11,99,46,9a,45,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""10"", ""11"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""01"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",01,10,01,10,True,True,COMPLETED,True,True
phi2-A10-B10-01_10_11,104,phi2,10,10,01,10,11,00,10,01,11,c8,0e,cb,0c,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""01"", ""10"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,10,10,10,True,True,COMPLETED,True,True
phi2-A10-B10-01_11_00,105,phi2,10,10,01,11,00,01,11,10,00,ca,93,ca,90,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""01"", ""11"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,10,10,10,True,True,COMPLETED,True,True
phi2-A10-B10-10_00_11,106,phi2,10,10,10,00,11,10,00,01,11,0e,5d,0d,5d,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""10"", ""00"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,10,10,10,True,True,COMPLETED,True,True
phi2-A10-B10-10_01_00,107,phi2,10,10,10,01,00,11,01,10,00,7c,85,7c,84,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""10"", ""01"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""10"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",10,10,10,10,True,True,COMPLETED,True,True
phi2-A10-B11-01_10_00,108,phi2,10,11,01,10,00,01,10,10,00,d5,1e,d5,1c,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}","{""bell_labels"": [""01"", ""10"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""01"", ""alice_base34"": ""01"", ""alice_base56"": ""10"", ""bob_base34"": ""01"", ""bob_base56"": ""10"", ""label12"": ""01"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""10""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,10,11,10,True,True,COMPLETED,True,True
phi2-A10-B11-01_11_11,109,phi2,10,11,01,11,11,00,11,01,11,4a,40,49,43,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}","{""bell_labels"": [""01"", ""11"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""00"", ""alice_base34"": ""00"", ""alice_base56"": ""01"", ""bob_base34"": ""00"", ""bob_base56"": ""01"", ""label12"": ""01"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""11""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,10,11,10,True,True,COMPLETED,True,True
phi2-A10-B11-10_00_00,110,phi2,10,11,10,00,00,11,00,10,00,21,7f,21,7f,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}","{""bell_labels"": [""10"", ""00"", ""00""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""10"", ""M_B"": ""11"", ""alice_base34"": ""11"", ""alice_base56"": ""10"", ""bob_base34"": ""11"", ""bob_base56"": ""10"", ""label12"": ""10"", ""tilde_M_A"": ""00"", ""tilde_M_B"": ""00""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,10,11,10,True,True,COMPLETED,True,True
phi2-A10-B11-10_01_11,111,phi2,10,11,10,01,11,10,01,01,11,48,d1,4b,d0,C_A=tilde_M_A XOR K_A_otp,C_B=tilde_M_B XOR K_B_otp,True,True,"{""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}","{""bell_labels"": [""10"", ""01"", ""11""], ""cluster_type"": ""phi2"", ""decoded_for_alice"": ""11"", ""decoded_for_bob"": ""10"", ""decoded_intermediates"": {""M_A"": ""01"", ""M_B"": ""10"", ""alice_base34"": ""10"", ""alice_base56"": ""01"", ""bob_base34"": ""10"", ""bob_base56"": ""01"", ""label12"": ""10"", ""tilde_M_A"": ""11"", ""tilde_M_B"": ""01""}, ""source"": ""qiskit_statevector_nonzero_bell_support""}",11,10,11,10,True,True,COMPLETED,True,True
